video_samples,,agreeableness,  ,conscientiousness,  ,extraversion,  ,openness,  ,neuroticism,  ,interview
['-OXMbG7ZwRk.004.mp4'],  ,[0.5384615384615384],  ,[0.4660194174757281],  ,[0.38317757009345793],  ,[0.6333333333333333],  ,[0.40625000000000006],  ,[0.47663551401869153]
['-OXMbG7ZwRk.005.mp4'],  ,[0.4615384615384615],  ,[0.5048543689320388],  ,[0.3457943925233645],  ,[0.5444444444444444],  ,[0.3854166666666667],  ,[0.37383177570093457]
['-Osv5l1vrNU.001.mp4'],  ,[0.6483516483516484],  ,[0.6310679611650486],  ,[0.37383177570093457],  ,[0.5888888888888889],  ,[0.5],  ,[0.5794392523364486]
['-Osv5l1vrNU.004.mp4'],  ,[0.7582417582417583],  ,[0.7669902912621359],  ,[0.6074766355140188],  ,[0.7666666666666666],  ,[0.7187499999999999],  ,[0.6915887850467289]
['-R2SZu3SYgM.000.mp4'],  ,[0.1978021978021978],  ,[0.1941747572815534],  ,[0.22429906542056074],  ,[0.5777777777777777],  ,[0.1666666666666666],  ,[0.21495327102803735]
['-R2SZu3SYgM.004.mp4'],  ,[0.3736263736263736],  ,[0.2912621359223301],  ,[0.33644859813084116],  ,[0.5888888888888889],  ,[0.42708333333333337],  ,[0.27102803738317754]
['-RhPxhfpg4U.001.mp4'],  ,[0.6483516483516484],  ,[0.7281553398058251],  ,[0.4112149532710281],  ,[0.5111111111111111],  ,[0.59375],  ,[0.5887850467289719]
['-RhPxhfpg4U.003.mp4'],  ,[0.7472527472527474],  ,[0.6990291262135921],  ,[0.48598130841121495],  ,[0.5888888888888889],  ,[0.6145833333333333],  ,[0.616822429906542]
['-RhPxhfpg4U.005.mp4'],  ,[0.7032967032967032],  ,[0.6990291262135921],  ,[0.5981308411214954],  ,[0.6333333333333333],  ,[0.8229166666666667],  ,[0.7570093457943924]
['-VTqcHNgH7M.002.mp4'],  ,[0.6043956043956044],  ,[0.6213592233009709],  ,[0.5233644859813085],  ,[0.5555555555555556],  ,[0.6458333333333333],  ,[0.5046728971962616]
['-VTqcHNgH7M.003.mp4'],  ,[0.5604395604395604],  ,[0.5922330097087379],  ,[0.4485981308411215],  ,[0.6222222222222222],  ,[0.6770833333333334],  ,[0.5327102803738317]
['-VTqcHNgH7M.004.mp4'],  ,[0.4285714285714285],  ,[0.6116504854368932],  ,[0.4205607476635514],  ,[0.5],  ,[0.53125],  ,[0.4859813084112149]
['-Wqk9eex6bQ.002.mp4'],  ,[0.4945054945054945],  ,[0.5728155339805825],  ,[0.4112149532710281],  ,[0.4444444444444445],  ,[0.4375],  ,[0.46728971962616817]
['-Wqk9eex6bQ.003.mp4'],  ,[0.3846153846153846],  ,[0.5533980582524272],  ,[0.5046728971962617],  ,[0.5222222222222223],  ,[0.40625000000000006],  ,[0.4299065420560747]
['-Wqk9eex6bQ.004.mp4'],  ,[0.4395604395604395],  ,[0.6310679611650486],  ,[0.2897196261682243],  ,[0.4],  ,[0.3125],  ,[0.3644859813084112]
['-Wqk9eex6bQ.005.mp4'],  ,[0.4945054945054945],  ,[0.6019417475728155],  ,[0.37383177570093457],  ,[0.4444444444444445],  ,[0.46875],  ,[0.4579439252336448]
['-aU2FN5pkWA.001.mp4'],  ,[0.7692307692307692],  ,[0.6407766990291262],  ,[0.7850467289719627],  ,[0.7333333333333333],  ,[0.6979166666666666],  ,[0.7570093457943924]
['-aU2FN5pkWA.004.mp4'],  ,[0.5934065934065933],  ,[0.6310679611650486],  ,[0.5140186915887851],  ,[0.5777777777777777],  ,[0.4895833333333333],  ,[0.5794392523364486]
['-agCXYgb7pI.004.mp4'],  ,[0.6043956043956044],  ,[0.6407766990291262],  ,[0.4392523364485981],  ,[0.4444444444444445],  ,[0.5416666666666666],  ,[0.514018691588785]
['-awAu11kBZ0.000.mp4'],  ,[0.4615384615384615],  ,[0.4174757281553398],  ,[0.4485981308411215],  ,[0.5666666666666667],  ,[0.4791666666666667],  ,[0.43925233644859807]
['-c2HtptBFxY.002.mp4'],  ,[0.5274725274725275],  ,[0.3495145631067961],  ,[0.6168224299065421],  ,[0.43333333333333335],  ,[0.5833333333333333],  ,[0.3925233644859813]
['-c_tyGzShwk.004.mp4'],  ,[0.7032967032967032],  ,[0.5533980582524272],  ,[0.7757009345794394],  ,[0.7555555555555554],  ,[0.7500000000000001],  ,[0.6915887850467289]
['-fXqnCljdm0.000.mp4'],  ,[0.2857142857142857],  ,[0.12621359223300968],  ,[0.09345794392523363],  ,[0.28888888888888886],  ,[0.2708333333333333],  ,[0.17757009345794392]
['-fXqnCljdm0.003.mp4'],  ,[0.15384615384615383],  ,[0.04854368932038835],  ,[0.01869158878504674],  ,[0.1888888888888889],  ,[0.020833333333333325],  ,[0.0654205607476635]
['-fqiCqZtgYs.001.mp4'],  ,[0.24175824175824176],  ,[0.35922330097087385],  ,[0.30841121495327106],  ,[0.41111111111111115],  ,[0.42708333333333337],  ,[0.3457943925233644]
['-fqiCqZtgYs.002.mp4'],  ,[0.2637362637362637],  ,[0.3203883495145631],  ,[0.2710280373831776],  ,[0.5777777777777777],  ,[0.3333333333333333],  ,[0.24299065420560745]
['-fqiCqZtgYs.003.mp4'],  ,[0.29670329670329665],  ,[0.22330097087378642],  ,[0.2336448598130841],  ,[0.4],  ,[0.32291666666666663],  ,[0.21495327102803735]
['-mt-IKgGhuY.004.mp4'],  ,[0.7142857142857143],  ,[0.4563106796116505],  ,[0.4485981308411215],  ,[0.6666666666666666],  ,[0.6875],  ,[0.5887850467289719]
['-utrsarZeIY.001.mp4'],  ,[0.5824175824175825],  ,[0.5728155339805825],  ,[0.5046728971962617],  ,[0.6222222222222222],  ,[0.45833333333333337],  ,[0.5514018691588785]
['-utrsarZeIY.004.mp4'],  ,[0.5164835164835165],  ,[0.4368932038834952],  ,[0.5233644859813085],  ,[0.41111111111111115],  ,[0.3333333333333333],  ,[0.4205607476635514]
['-zNyDPzId4E.001.mp4'],  ,[0.4615384615384615],  ,[0.2912621359223301],  ,[0.2897196261682243],  ,[0.5222222222222223],  ,[0.42708333333333337],  ,[0.2523364485981308]
['-zNyDPzId4E.003.mp4'],  ,[0.5164835164835165],  ,[0.3980582524271845],  ,[0.48598130841121495],  ,[0.6666666666666666],  ,[0.53125],  ,[0.4205607476635514]
['01qN-BqJXRM.005.mp4'],  ,[0.4175824175824176],  ,[0.35922330097087385],  ,[0.4299065420560748],  ,[0.5222222222222223],  ,[0.4895833333333333],  ,[0.32710280373831774]
['04oq2yrBwMg.001.mp4'],  ,[0.4175824175824176],  ,[0.2912621359223301],  ,[0.4112149532710281],  ,[0.5111111111111111],  ,[0.4166666666666667],  ,[0.37383177570093457]
['04oq2yrBwMg.004.mp4'],  ,[0.31868131868131866],  ,[0.3300970873786408],  ,[0.22429906542056074],  ,[0.3666666666666667],  ,[0.3333333333333333],  ,[0.2803738317757009]
['05l5bteT_qA.000.mp4'],  ,[0.5714285714285714],  ,[0.6213592233009709],  ,[0.6168224299065421],  ,[0.6666666666666666],  ,[0.6354166666666666],  ,[0.5794392523364486]
['05l5bteT_qA.001.mp4'],  ,[0.5714285714285714],  ,[0.5048543689320388],  ,[0.6448598130841123],  ,[0.7555555555555554],  ,[0.59375],  ,[0.5420560747663551]
['0C6i34q2-f8.000.mp4'],  ,[0.4395604395604395],  ,[0.4077669902912622],  ,[0.36448598130841126],  ,[0.45555555555555555],  ,[0.34374999999999994],  ,[0.32710280373831774]
['0C6i34q2-f8.001.mp4'],  ,[0.4175824175824176],  ,[0.3495145631067961],  ,[0.37383177570093457],  ,[0.34444444444444444],  ,[0.3333333333333333],  ,[0.4205607476635514]
['0C6i34q2-f8.003.mp4'],  ,[0.5164835164835165],  ,[0.4660194174757281],  ,[0.5046728971962617],  ,[0.6444444444444444],  ,[0.4895833333333333],  ,[0.47663551401869153]
['0D7W2pR4RpQ.004.mp4'],  ,[0.5384615384615384],  ,[0.5048543689320388],  ,[0.5420560747663552],  ,[0.6666666666666666],  ,[0.4375],  ,[0.4953271028037382]
['0FVu7VKIg2s.000.mp4'],  ,[0.4835164835164835],  ,[0.4174757281553398],  ,[0.39252336448598135],  ,[0.5],  ,[0.4895833333333333],  ,[0.3925233644859813]
['0G9vplL8ae8.001.mp4'],  ,[0.31868131868131866],  ,[0.35922330097087385],  ,[0.4018691588785047],  ,[0.4777777777777778],  ,[0.40625000000000006],  ,[0.2897196261682243]
['0G9vplL8ae8.003.mp4'],  ,[0.5164835164835165],  ,[0.4077669902912622],  ,[0.4018691588785047],  ,[0.5777777777777777],  ,[0.46875],  ,[0.41121495327102797]
['0LqfKzp11kg.000.mp4'],  ,[0.5824175824175825],  ,[0.24271844660194175],  ,[0.4672897196261683],  ,[0.7222222222222221],  ,[0.5208333333333334],  ,[0.43925233644859807]
['0MB91ku0eEw.003.mp4'],  ,[0.8021978021978021],  ,[0.5728155339805825],  ,[0.5981308411214954],  ,[0.5222222222222223],  ,[0.5520833333333334],  ,[0.6074766355140186]
['0ObEtA6Q8vU.002.mp4'],  ,[0.7802197802197802],  ,[0.6116504854368932],  ,[0.6822429906542057],  ,[0.7777777777777777],  ,[0.7083333333333334],  ,[0.6542056074766355]
['0ObEtA6Q8vU.003.mp4'],  ,[0.5604395604395604],  ,[0.6504854368932039],  ,[0.5794392523364487],  ,[0.611111111111111],  ,[0.6354166666666666],  ,[0.6635514018691588]
['0ObEtA6Q8vU.005.mp4'],  ,[0.7032967032967032],  ,[0.5922330097087379],  ,[0.5046728971962617],  ,[0.6222222222222222],  ,[0.5208333333333334],  ,[0.5514018691588785]
['0QTR0WiJSNk.001.mp4'],  ,[0.6373626373626373],  ,[0.6116504854368932],  ,[0.5327102803738318],  ,[0.5444444444444444],  ,[0.6041666666666666],  ,[0.616822429906542]
['0RLFM1ehSFM.000.mp4'],  ,[0.7032967032967032],  ,[0.6116504854368932],  ,[0.4953271028037384],  ,[0.5888888888888889],  ,[0.7916666666666667],  ,[0.6355140186915886]
['0VnZngec8sc.001.mp4'],  ,[0.7252747252747254],  ,[0.5145631067961165],  ,[0.5514018691588786],  ,[0.811111111111111],  ,[0.6770833333333334],  ,[0.7476635514018691]
['0VnZngec8sc.003.mp4'],  ,[0.6923076923076923],  ,[0.6116504854368932],  ,[0.6168224299065421],  ,[0.7],  ,[0.6875],  ,[0.6355140186915886]
['0VnZngec8sc.004.mp4'],  ,[0.5384615384615384],  ,[0.5242718446601942],  ,[0.4485981308411215],  ,[0.6444444444444444],  ,[0.4895833333333333],  ,[0.5607476635514018]
['0Wr69VD_oXI.004.mp4'],  ,[0.6923076923076923],  ,[0.5728155339805825],  ,[0.5794392523364487],  ,[0.6777777777777777],  ,[0.6145833333333333],  ,[0.6261682242990654]
['0ZK5jQAvhFo.004.mp4'],  ,[0.6263736263736264],  ,[0.4077669902912622],  ,[0.5514018691588786],  ,[0.45555555555555555],  ,[0.5208333333333334],  ,[0.4299065420560747]
['0_xOGmydDN0.001.mp4'],  ,[0.6153846153846153],  ,[0.6504854368932039],  ,[0.48598130841121495],  ,[0.6222222222222222],  ,[0.5833333333333333],  ,[0.6261682242990654]
['0_xOGmydDN0.002.mp4'],  ,[0.3956043956043956],  ,[0.42718446601941745],  ,[0.4672897196261683],  ,[0.5333333333333333],  ,[0.39583333333333337],  ,[0.3831775700934579]
['0_xOGmydDN0.003.mp4'],  ,[0.5054945054945055],  ,[0.47572815533980584],  ,[0.5140186915887851],  ,[0.6333333333333333],  ,[0.5416666666666666],  ,[0.5794392523364486]
['0_xOGmydDN0.004.mp4'],  ,[0.6153846153846153],  ,[0.5242718446601942],  ,[0.48598130841121495],  ,[0.6555555555555556],  ,[0.5729166666666666],  ,[0.5327102803738317]
['0axZSeaUbfs.002.mp4'],  ,[0.3956043956043956],  ,[0.2912621359223301],  ,[0.37383177570093457],  ,[0.41111111111111115],  ,[0.37499999999999994],  ,[0.32710280373831774]
['0axZSeaUbfs.004.mp4'],  ,[0.5824175824175825],  ,[0.3786407766990291],  ,[0.35514018691588783],  ,[0.4888888888888889],  ,[0.3333333333333333],  ,[0.43925233644859807]
['0axZSeaUbfs.005.mp4'],  ,[0.4505494505494505],  ,[0.4174757281553398],  ,[0.3457943925233645],  ,[0.4],  ,[0.4166666666666667],  ,[0.2897196261682243]
['0dIqLMMn4jY.000.mp4'],  ,[0.30769230769230765],  ,[0.15533980582524273],  ,[0.35514018691588783],  ,[0.34444444444444444],  ,[0.18749999999999997],  ,[0.14953271028037382]
['0fMw9o1v2tY.001.mp4'],  ,[0.3846153846153846],  ,[0.36893203883495146],  ,[0.3457943925233645],  ,[0.4777777777777778],  ,[0.40625000000000006],  ,[0.4299065420560747]
['0fMw9o1v2tY.002.mp4'],  ,[0.3516483516483516],  ,[0.3300970873786408],  ,[0.28037383177570097],  ,[0.3555555555555556],  ,[0.3333333333333333],  ,[0.32710280373831774]
['0fMw9o1v2tY.003.mp4'],  ,[0.4615384615384615],  ,[0.2912621359223301],  ,[0.22429906542056074],  ,[0.3777777777777778],  ,[0.3645833333333333],  ,[0.2523364485981308]
['0gv5Z0qt2jc.000.mp4'],  ,[0.25274725274725274],  ,[0.2912621359223301],  ,[0.14953271028037385],  ,[0.3111111111111111],  ,[0.2604166666666667],  ,[0.22429906542056074]
['0gv5Z0qt2jc.001.mp4'],  ,[0.13186813186813184],  ,[0.23300970873786406],  ,[0.18691588785046728],  ,[0.2777777777777778],  ,[0.19791666666666666],  ,[0.20560747663551399]
['0gv5Z0qt2jc.002.mp4'],  ,[0.2857142857142857],  ,[0.3300970873786408],  ,[0.16822429906542055],  ,[0.2],  ,[0.25],  ,[0.19626168224299062]
['0gv5Z0qt2jc.003.mp4'],  ,[0.23076923076923075],  ,[0.24271844660194175],  ,[0.20560747663551404],  ,[0.34444444444444444],  ,[0.25],  ,[0.23364485981308408]
['0gv5Z0qt2jc.004.mp4'],  ,[0.1978021978021978],  ,[0.2524271844660194],  ,[0.18691588785046728],  ,[0.15555555555555559],  ,[0.22916666666666663],  ,[0.18691588785046725]
['0gv5Z0qt2jc.005.mp4'],  ,[0.16483516483516483],  ,[0.31067961165048547],  ,[0.22429906542056074],  ,[0.3666666666666667],  ,[0.28125],  ,[0.22429906542056074]
['0hWbtuRVUgM.001.mp4'],  ,[0.7472527472527474],  ,[0.6019417475728155],  ,[0.5420560747663552],  ,[0.711111111111111],  ,[0.6145833333333333],  ,[0.6635514018691588]
['0hWbtuRVUgM.005.mp4'],  ,[0.5934065934065933],  ,[0.7766990291262136],  ,[0.588785046728972],  ,[0.5333333333333333],  ,[0.7083333333333334],  ,[0.6355140186915886]
['0iQIfGnKflc.001.mp4'],  ,[0.4615384615384615],  ,[0.5145631067961165],  ,[0.4299065420560748],  ,[0.41111111111111115],  ,[0.6458333333333333],  ,[0.4579439252336448]
['0iQIfGnKflc.002.mp4'],  ,[0.5824175824175825],  ,[0.6116504854368932],  ,[0.4299065420560748],  ,[0.6555555555555556],  ,[0.5729166666666666],  ,[0.5887850467289719]
['0iXXdsO95O0.000.mp4'],  ,[0.7472527472527474],  ,[0.6116504854368932],  ,[0.5607476635514019],  ,[0.5333333333333333],  ,[0.5416666666666666],  ,[0.6261682242990654]
['0kg6pmbSN6A.000.mp4'],  ,[0.3516483516483516],  ,[0.2815533980582524],  ,[0.24299065420560748],  ,[0.26666666666666666],  ,[0.19791666666666666],  ,[0.21495327102803735]
['0kg6pmbSN6A.001.mp4'],  ,[0.3736263736263736],  ,[0.1941747572815534],  ,[0.22429906542056074],  ,[0.41111111111111115],  ,[0.25],  ,[0.24299065420560745]
['0kg6pmbSN6A.002.mp4'],  ,[0.4285714285714285],  ,[0.3495145631067961],  ,[0.38317757009345793],  ,[0.4222222222222222],  ,[0.3020833333333333],  ,[0.4299065420560747]
['0kg6pmbSN6A.005.mp4'],  ,[0.4725274725274725],  ,[0.4174757281553398],  ,[0.39252336448598135],  ,[0.5444444444444444],  ,[0.37499999999999994],  ,[0.41121495327102797]
['0mym1CooiTE.000.mp4'],  ,[0.7252747252747254],  ,[0.6796116504854369],  ,[0.5233644859813085],  ,[0.6],  ,[0.5208333333333334],  ,[0.5794392523364486]
['0mym1CooiTE.001.mp4'],  ,[0.6923076923076923],  ,[0.6990291262135921],  ,[0.5046728971962617],  ,[0.711111111111111],  ,[0.6875],  ,[0.6822429906542056]
['0mym1CooiTE.003.mp4'],  ,[0.6263736263736264],  ,[0.6019417475728155],  ,[0.7196261682242993],  ,[0.7888888888888888],  ,[0.6979166666666666],  ,[0.7663551401869158]
['0mym1CooiTE.004.mp4'],  ,[0.6593406593406592],  ,[0.5922330097087379],  ,[0.6448598130841123],  ,[0.6],  ,[0.6770833333333334],  ,[0.7102803738317757]
['0n2vWTs6XwA.001.mp4'],  ,[0.4175824175824176],  ,[0.42718446601941745],  ,[0.2897196261682243],  ,[0.34444444444444444],  ,[0.3645833333333333],  ,[0.27102803738317754]
['0tse0Fsy_rg.001.mp4'],  ,[0.32967032967032966],  ,[0.2621359223300971],  ,[0.3177570093457944],  ,[0.3555555555555556],  ,[0.4375],  ,[0.2616822429906542]
['0tse0Fsy_rg.002.mp4'],  ,[0.4175824175824176],  ,[0.30097087378640774],  ,[0.3271028037383178],  ,[0.4222222222222222],  ,[0.2604166666666667],  ,[0.2523364485981308]
['0tse0Fsy_rg.004.mp4'],  ,[0.29670329670329665],  ,[0.27184466019417475],  ,[0.29906542056074764],  ,[0.3777777777777778],  ,[0.2604166666666667],  ,[0.20560747663551399]
['0u56Q_QmxIM.002.mp4'],  ,[0.5604395604395604],  ,[0.8252427184466018],  ,[0.33644859813084116],  ,[0.5666666666666667],  ,[0.53125],  ,[0.616822429906542]
['0u56Q_QmxIM.004.mp4'],  ,[0.6483516483516484],  ,[0.7378640776699029],  ,[0.3457943925233645],  ,[0.4777777777777778],  ,[0.5208333333333334],  ,[0.5887850467289719]
['0uCqd5hZcyI.000.mp4'],  ,[0.3736263736263736],  ,[0.4174757281553398],  ,[0.5327102803738318],  ,[0.5444444444444444],  ,[0.5520833333333334],  ,[0.4205607476635514]
['0uCqd5hZcyI.005.mp4'],  ,[0.4505494505494505],  ,[0.6601941747572816],  ,[0.4485981308411215],  ,[0.6888888888888889],  ,[0.5729166666666666],  ,[0.514018691588785]
['0zJcYnsh55g.003.mp4'],  ,[0.6593406593406592],  ,[0.5048543689320388],  ,[0.5607476635514019],  ,[0.6333333333333333],  ,[0.5729166666666666],  ,[0.5327102803738317]
['1-GgVRmAEoo.002.mp4'],  ,[0.7582417582417583],  ,[0.6893203883495147],  ,[0.6822429906542057],  ,[0.711111111111111],  ,[0.7291666666666667],  ,[0.6822429906542056]
['1-GgVRmAEoo.003.mp4'],  ,[0.6043956043956044],  ,[0.7087378640776699],  ,[0.5981308411214954],  ,[0.6777777777777777],  ,[0.4479166666666667],  ,[0.5046728971962616]
['1-GgVRmAEoo.004.mp4'],  ,[0.6813186813186812],  ,[0.7378640776699029],  ,[0.6074766355140188],  ,[0.5777777777777777],  ,[0.7083333333333334],  ,[0.6074766355140186]
['117jrwvl2Nc.000.mp4'],  ,[0.6593406593406592],  ,[0.6213592233009709],  ,[0.7383177570093458],  ,[0.7777777777777777],  ,[0.8229166666666667],  ,[0.6355140186915886]
['117jrwvl2Nc.004.mp4'],  ,[0.6703296703296703],  ,[0.6407766990291262],  ,[0.6448598130841123],  ,[0.7555555555555554],  ,[0.8020833333333334],  ,[0.6915887850467289]
['12Ezy1y1cWY.001.mp4'],  ,[0.3956043956043956],  ,[0.35922330097087385],  ,[0.20560747663551404],  ,[0.34444444444444444],  ,[0.3645833333333333],  ,[0.3831775700934579]
['12Ezy1y1cWY.005.mp4'],  ,[0.5604395604395604],  ,[0.4174757281553398],  ,[0.3177570093457944],  ,[0.5555555555555556],  ,[0.29166666666666663],  ,[0.4205607476635514]
['12Hbl_oZF9c.001.mp4'],  ,[0.5494505494505494],  ,[0.5728155339805825],  ,[0.4953271028037384],  ,[0.5555555555555556],  ,[0.6041666666666666],  ,[0.5046728971962616]
['12Hbl_oZF9c.003.mp4'],  ,[0.4725274725274725],  ,[0.6019417475728155],  ,[0.5327102803738318],  ,[0.7777777777777777],  ,[0.65625],  ,[0.4859813084112149]
['12lqQE6oPNE.001.mp4'],  ,[0.3626373626373627],  ,[0.42718446601941745],  ,[0.5327102803738318],  ,[0.5888888888888889],  ,[0.5416666666666666],  ,[0.4953271028037382]
['13KtmgntgQw.002.mp4'],  ,[0.6483516483516484],  ,[0.7572815533980582],  ,[0.5233644859813085],  ,[0.7333333333333333],  ,[0.5625],  ,[0.6635514018691588]
['13XlKeC_p3U.000.mp4'],  ,[0.7802197802197802],  ,[0.8058252427184466],  ,[0.5607476635514019],  ,[0.8333333333333333],  ,[0.7708333333333334],  ,[0.7850467289719626]
['13XlKeC_p3U.001.mp4'],  ,[0.824175824175824],  ,[0.7669902912621359],  ,[0.6355140186915887],  ,[0.7777777777777777],  ,[0.8541666666666667],  ,[0.7943925233644858]
['13kjwEtSyXc.000.mp4'],  ,[0.4835164835164835],  ,[0.4854368932038835],  ,[0.4205607476635514],  ,[0.5],  ,[0.5104166666666666],  ,[0.514018691588785]
['13kjwEtSyXc.002.mp4'],  ,[0.4615384615384615],  ,[0.5048543689320388],  ,[0.24299065420560748],  ,[0.45555555555555555],  ,[0.37499999999999994],  ,[0.3925233644859813]
['13kjwEtSyXc.004.mp4'],  ,[0.5164835164835165],  ,[0.5339805825242718],  ,[0.47663551401869164],  ,[0.5777777777777777],  ,[0.6145833333333333],  ,[0.5233644859813084]
['15yOT2ZolPE.002.mp4'],  ,[0.3846153846153846],  ,[0.4174757281553398],  ,[0.4205607476635514],  ,[0.611111111111111],  ,[0.59375],  ,[0.4579439252336448]
['176vWywoq9E.000.mp4'],  ,[0.5494505494505494],  ,[0.2621359223300971],  ,[0.39252336448598135],  ,[0.5888888888888889],  ,[0.5625],  ,[0.37383177570093457]
